10000 4655
3060 1402 1.000000000
3060 1451 1.000000000
3061 1402 1.000000000
3061 1451 1.000000000
3062 1403 1.000000000
3062 1452 1.000000000
3063 1403 1.000000000
3063 1452 1.000000000
3064 1404 1.000000000
3064 1453 1.000000000
3065 1404 1.000000000
3065 1453 1.000000000
3066 1405 1.000000000
3066 1454 1.000000000
3067 1405 1.000000000
3067 1454 1.000000000
3068 1406 1.000000000
3068 1455 1.000000000
3069 1406 1.000000000
3069 1455 1.000000000
3070 1407 1.000000000
3070 1456 1.000000000
3071 1407 1.000000000
3071 1456 1.000000000
3072 1408 1.000000000
3072 1457 1.000000000
3073 1408 1.000000000
3073 1457 1.000000000
3074 1409 1.000000000
3074 1458 1.000000000
3075 1409 1.000000000
3075 1458 1.000000000
3076 1410 1.000000000
3076 1459 1.000000000
3077 1410 1.000000000
3077 1459 1.000000000
3078 1411 1.000000000
3078 1460 1.000000000
3079 1411 1.000000000
3079 1460 1.000000000
3080 1412 1.000000000
3080 1461 1.000000000
3081 1412 1.000000000
3081 1461 1.000000000
3082 1413 1.000000000
3082 1462 1.000000000
3083 1413 1.000000000
3083 1462 1.000000000
3084 1414 1.000000000
3084 1463 1.000000000
3085 1414 1.000000000
3085 1463 1.000000000
3086 1415 1.000000000
3086 1464 1.000000000
3087 1415 1.000000000
3087 1464 1.000000000
3088 1416 1.000000000
3088 1465 1.000000000
3089 1416 1.000000000
3089 1465 1.000000000
3090 1417 1.000000000
3090 1466 1.000000000
3091 1417 1.000000000
3091 1466 1.000000000
3092 1418 1.000000000
3092 1467 1.000000000
3093 1418 1.000000000
3093 1467 1.000000000
3094 1419 1.000000000
3094 1468 1.000000000
3095 1419 1.000000000
3095 1468 1.000000000
3096 1420 1.000000000
3096 1469 1.000000000
3097 1420 1.000000000
3097 1469 1.000000000
3098 1421 1.000000000
3098 1470 1.000000000
3099 1421 1.000000000
3099 1470 1.000000000
3102 1422 1.000000000
3102 1471 1.000000000
3103 1422 1.000000000
3103 1471 1.000000000
3104 1423 1.000000000
3104 1472 1.000000000
3105 1423 1.000000000
3105 1472 1.000000000
3106 1424 1.000000000
3106 1473 1.000000000
3107 1424 1.000000000
3107 1473 1.000000000
3108 1425 1.000000000
3108 1474 1.000000000
3109 1425 1.000000000
3109 1474 1.000000000
3110 1426 1.000000000
3110 1475 1.000000000
3111 1426 1.000000000
3111 1475 1.000000000
3112 1427 1.000000000
3112 1476 1.000000000
3113 1427 1.000000000
3113 1476 1.000000000
3114 1428 1.000000000
3114 1477 1.000000000
3115 1428 1.000000000
3115 1477 1.000000000
3116 1429 1.000000000
3116 1478 1.000000000
3117 1429 1.000000000
3117 1478 1.000000000
3118 1430 1.000000000
3118 1479 1.000000000
3119 1430 1.000000000
3119 1479 1.000000000
3120 1431 1.000000000
3120 1480 1.000000000
3121 1431 1.000000000
3121 1480 1.000000000
3122 1432 1.000000000
3122 1481 1.000000000
3123 1432 1.000000000
3123 1481 1.000000000
3124 1433 1.000000000
3124 1482 1.000000000
3125 1433 1.000000000
3125 1482 1.000000000
3126 1434 1.000000000
3126 1483 1.000000000
3127 1434 1.000000000
3127 1483 1.000000000
3128 1435 1.000000000
3128 1484 1.000000000
3129 1435 1.000000000
3129 1484 1.000000000
3130 1436 1.000000000
3130 1485 1.000000000
3131 1436 1.000000000
3131 1485 1.000000000
3132 1437 1.000000000
3132 1486 1.000000000
3133 1437 1.000000000
3133 1486 1.000000000
3134 1438 1.000000000
3134 1487 1.000000000
3135 1438 1.000000000
3135 1487 1.000000000
3136 1439 1.000000000
3136 1488 1.000000000
3137 1439 1.000000000
3137 1488 1.000000000
3138 1440 1.000000000
3138 1489 1.000000000
3139 1440 1.000000000
3139 1489 1.000000000
3140 1441 1.000000000
3140 1490 1.000000000
3141 1441 1.000000000
3141 1490 1.000000000
3142 1442 1.000000000
3142 1491 1.000000000
3143 1442 1.000000000
3143 1491 1.000000000
3144 1443 1.000000000
3144 1492 1.000000000
3145 1443 1.000000000
3145 1492 1.000000000
3146 1444 1.000000000
3146 1493 1.000000000
3147 1444 1.000000000
3147 1493 1.000000000
3148 1445 1.000000000
3148 1494 1.000000000
3149 1445 1.000000000
3149 1494 1.000000000
3150 1446 1.000000000
3150 1495 1.000000000
3151 1446 1.000000000
3151 1495 1.000000000
3152 1447 1.000000000
3152 1496 1.000000000
3153 1447 1.000000000
3153 1496 1.000000000
3154 1448 1.000000000
3154 1497 1.000000000
3155 1448 1.000000000
3155 1497 1.000000000
3156 1449 1.000000000
3156 1498 1.000000000
3157 1449 1.000000000
3157 1498 1.000000000
3158 1450 1.000000000
3158 1499 1.000000000
3159 1450 1.000000000
3159 1499 1.000000000
3160 1451 1.000000000
3160 1500 1.000000000
3161 1451 1.000000000
3161 1500 1.000000000
3162 1452 1.000000000
3162 1501 1.000000000
3163 1452 1.000000000
3163 1501 1.000000000
3164 1453 1.000000000
3164 1502 1.000000000
3165 1453 1.000000000
3165 1502 1.000000000
3166 1454 1.000000000
3166 1503 1.000000000
3167 1454 1.000000000
3167 1503 1.000000000
3168 1455 1.000000000
3168 1504 1.000000000
3169 1455 1.000000000
3169 1504 1.000000000
3170 1456 1.000000000
3170 1505 1.000000000
3171 1456 1.000000000
3171 1505 1.000000000
3172 1457 1.000000000
3172 1506 1.000000000
3173 1457 1.000000000
3173 1506 1.000000000
3174 1458 1.000000000
3174 1507 1.000000000
3175 1458 1.000000000
3175 1507 1.000000000
3176 1459 1.000000000
3176 1508 1.000000000
3177 1459 1.000000000
3177 1508 1.000000000
3178 1460 1.000000000
3178 1509 1.000000000
3179 1460 1.000000000
3179 1509 1.000000000
3180 1461 1.000000000
3180 1510 1.000000000
3181 1461 1.000000000
3181 1510 1.000000000
3182 1462 1.000000000
3182 1511 1.000000000
3183 1462 1.000000000
3183 1511 1.000000000
3184 1463 1.000000000
3184 1512 1.000000000
3185 1463 1.000000000
3185 1512 1.000000000
3186 1464 1.000000000
3186 1513 1.000000000
3187 1464 1.000000000
3187 1513 1.000000000
3188 1465 1.000000000
3188 1514 1.000000000
3189 1465 1.000000000
3189 1514 1.000000000
3190 1466 1.000000000
3190 1515 1.000000000
3191 1466 1.000000000
3191 1515 1.000000000
3192 1467 1.000000000
3192 1516 1.000000000
3193 1467 1.000000000
3193 1516 1.000000000
3194 1468 1.000000000
3194 1517 1.000000000
3195 1468 1.000000000
3195 1517 1.000000000
3196 1469 1.000000000
3196 1518 1.000000000
3197 1469 1.000000000
3197 1518 1.000000000
3198 1470 1.000000000
3198 1519 1.000000000
3199 1470 1.000000000
3199 1519 1.000000000
3202 1471 1.000000000
3202 1520 1.000000000
3203 1471 1.000000000
3203 1520 1.000000000
3204 1472 1.000000000
3204 1521 1.000000000
3205 1472 1.000000000
3205 1521 1.000000000
3206 1473 1.000000000
3206 1522 1.000000000
3207 1473 1.000000000
3207 1522 1.000000000
3208 1474 1.000000000
3208 1523 1.000000000
3209 1474 1.000000000
3209 1523 1.000000000
3210 1475 1.000000000
3210 1524 1.000000000
3211 1475 1.000000000
3211 1524 1.000000000
3212 1476 1.000000000
3212 1525 1.000000000
3213 1476 1.000000000
3213 1525 1.000000000
3214 1477 1.000000000
3214 1526 1.000000000
3215 1477 1.000000000
3215 1526 1.000000000
3216 1478 1.000000000
3216 1527 1.000000000
3217 1478 1.000000000
3217 1527 1.000000000
3218 1479 1.000000000
3218 1528 1.000000000
3219 1479 1.000000000
3219 1528 1.000000000
3220 1480 1.000000000
3220 1529 1.000000000
3221 1480 1.000000000
3221 1529 1.000000000
3222 1481 1.000000000
3222 1530 1.000000000
3223 1481 1.000000000
3223 1530 1.000000000
3224 1482 1.000000000
3224 1531 1.000000000
3225 1482 1.000000000
3225 1531 1.000000000
3226 1483 1.000000000
3226 1532 1.000000000
3227 1483 1.000000000
3227 1532 1.000000000
3228 1484 1.000000000
3228 1533 1.000000000
3229 1484 1.000000000
3229 1533 1.000000000
3230 1485 1.000000000
3230 1534 1.000000000
3231 1485 1.000000000
3231 1534 1.000000000
3232 1486 1.000000000
3232 1535 1.000000000
3233 1486 1.000000000
3233 1535 1.000000000
3234 1487 1.000000000
3234 1536 1.000000000
3235 1487 1.000000000
3235 1536 1.000000000
3236 1488 1.000000000
3236 1537 1.000000000
3237 1488 1.000000000
3237 1537 1.000000000
3238 1489 1.000000000
3238 1538 1.000000000
3239 1489 1.000000000
3239 1538 1.000000000
3240 1490 1.000000000
3240 1539 1.000000000
3241 1490 1.000000000
3241 1539 1.000000000
3242 1491 1.000000000
3242 1540 1.000000000
3243 1491 1.000000000
3243 1540 1.000000000
3244 1492 1.000000000
3244 1541 1.000000000
3245 1492 1.000000000
3245 1541 1.000000000
3246 1493 1.000000000
3246 1542 1.000000000
3247 1493 1.000000000
3247 1542 1.000000000
3248 1494 1.000000000
3248 1543 1.000000000
3249 1494 1.000000000
3249 1543 1.000000000
3250 1495 1.000000000
3250 1544 1.000000000
3251 1495 1.000000000
3251 1544 1.000000000
3252 1496 1.000000000
3252 1545 1.000000000
3253 1496 1.000000000
3253 1545 1.000000000
3254 1497 1.000000000
3254 1546 1.000000000
3255 1497 1.000000000
3255 1546 1.000000000
3256 1498 1.000000000
3256 1547 1.000000000
3257 1498 1.000000000
3257 1547 1.000000000
3258 1499 1.000000000
3258 1548 1.000000000
3259 1499 1.000000000
3259 1548 1.000000000
3260 1500 1.000000000
3260 1549 1.000000000
3261 1500 1.000000000
3261 1549 1.000000000
3262 1501 1.000000000
3262 1550 1.000000000
3263 1501 1.000000000
3263 1550 1.000000000
3264 1502 1.000000000
3264 1551 1.000000000
3265 1502 1.000000000
3265 1551 1.000000000
3266 1503 1.000000000
3266 1552 1.000000000
3267 1503 1.000000000
3267 1552 1.000000000
3268 1504 1.000000000
3268 1553 1.000000000
3269 1504 1.000000000
3269 1553 1.000000000
3270 1505 1.000000000
3270 1554 1.000000000
3271 1505 1.000000000
3271 1554 1.000000000
3272 1506 1.000000000
3272 1555 1.000000000
3273 1506 1.000000000
3273 1555 1.000000000
3274 1507 1.000000000
3274 1556 1.000000000
3275 1507 1.000000000
3275 1556 1.000000000
3276 1508 1.000000000
3276 1557 1.000000000
3277 1508 1.000000000
3277 1557 1.000000000
3278 1509 1.000000000
3278 1558 1.000000000
3279 1509 1.000000000
3279 1558 1.000000000
3280 1510 1.000000000
3280 1559 1.000000000
3281 1510 1.000000000
3281 1559 1.000000000
3282 1511 1.000000000
3282 1560 1.000000000
3283 1511 1.000000000
3283 1560 1.000000000
3284 1512 1.000000000
3284 1561 1.000000000
3285 1512 1.000000000
3285 1561 1.000000000
3286 1513 1.000000000
3286 1562 1.000000000
3287 1513 1.000000000
3287 1562 1.000000000
3288 1514 1.000000000
3288 1563 1.000000000
3289 1514 1.000000000
3289 1563 1.000000000
3290 1515 1.000000000
3290 1564 1.000000000
3291 1515 1.000000000
3291 1564 1.000000000
3292 1516 1.000000000
3292 1565 1.000000000
3293 1516 1.000000000
3293 1565 1.000000000
3294 1517 1.000000000
3294 1566 1.000000000
3295 1517 1.000000000
3295 1566 1.000000000
3296 1518 1.000000000
3296 1567 1.000000000
3297 1518 1.000000000
3297 1567 1.000000000
3298 1519 1.000000000
3298 1568 1.000000000
3299 1519 1.000000000
3299 1568 1.000000000
3302 1520 1.000000000
3302 1569 1.000000000
3303 1520 1.000000000
3303 1569 1.000000000
3304 1521 1.000000000
3304 1570 1.000000000
3305 1521 1.000000000
3305 1570 1.000000000
3306 1522 1.000000000
3306 1571 1.000000000
3307 1522 1.000000000
3307 1571 1.000000000
3308 1523 1.000000000
3308 1572 1.000000000
3309 1523 1.000000000
3309 1572 1.000000000
3310 1524 1.000000000
3310 1573 1.000000000
3311 1524 1.000000000
3311 1573 1.000000000
3312 1525 1.000000000
3312 1574 1.000000000
3313 1525 1.000000000
3313 1574 1.000000000
3314 1526 1.000000000
3314 1575 1.000000000
3315 1526 1.000000000
3315 1575 1.000000000
3316 1527 1.000000000
3316 1576 1.000000000
3317 1527 1.000000000
3317 1576 1.000000000
3318 1528 1.000000000
3318 1577 1.000000000
3319 1528 1.000000000
3319 1577 1.000000000
3320 1529 1.000000000
3320 1578 1.000000000
3321 1529 1.000000000
3321 1578 1.000000000
3322 1530 1.000000000
3322 1579 1.000000000
3323 1530 1.000000000
3323 1579 1.000000000
3324 1531 1.000000000
3324 1580 1.000000000
3325 1531 1.000000000
3325 1580 1.000000000
3326 1532 1.000000000
3326 1581 1.000000000
3327 1532 1.000000000
3327 1581 1.000000000
3328 1533 1.000000000
3328 1582 1.000000000
3329 1533 1.000000000
3329 1582 1.000000000
3330 1534 1.000000000
3330 1583 1.000000000
3331 1534 1.000000000
3331 1583 1.000000000
3332 1535 1.000000000
3332 1584 1.000000000
3333 1535 1.000000000
3333 1584 1.000000000
3334 1536 1.000000000
3334 1585 1.000000000
3335 1536 1.000000000
3335 1585 1.000000000
3336 1537 1.000000000
3336 1586 1.000000000
3337 1537 1.000000000
3337 1586 1.000000000
3338 1538 1.000000000
3338 1587 1.000000000
3339 1538 1.000000000
3339 1587 1.000000000
3340 1539 1.000000000
3340 1588 1.000000000
3341 1539 1.000000000
3341 1588 1.000000000
3342 1540 1.000000000
3342 1589 1.000000000
3343 1540 1.000000000
3343 1589 1.000000000
3344 1541 1.000000000
3344 1590 1.000000000
3345 1541 1.000000000
3345 1590 1.000000000
3346 1542 1.000000000
3346 1591 1.000000000
3347 1542 1.000000000
3347 1591 1.000000000
3348 1543 1.000000000
3348 1592 1.000000000
3349 1543 1.000000000
3349 1592 1.000000000
3350 1544 1.000000000
3350 1593 1.000000000
3351 1544 1.000000000
3351 1593 1.000000000
3352 1545 1.000000000
3352 1594 1.000000000
3353 1545 1.000000000
3353 1594 1.000000000
3354 1546 1.000000000
3354 1595 1.000000000
3355 1546 1.000000000
3355 1595 1.000000000
3356 1547 1.000000000
3356 1596 1.000000000
3357 1547 1.000000000
3357 1596 1.000000000
3358 1548 1.000000000
3358 1597 1.000000000
3359 1548 1.000000000
3359 1597 1.000000000
3360 1549 1.000000000
3360 1598 1.000000000
3361 1549 1.000000000
3361 1598 1.000000000
3362 1550 1.000000000
3362 1599 1.000000000
3363 1550 1.000000000
3363 1599 1.000000000
3364 1551 1.000000000
3364 1600 1.000000000
3365 1551 1.000000000
3365 1600 1.000000000
3366 1552 1.000000000
3366 1601 1.000000000
3367 1552 1.000000000
3367 1601 1.000000000
3368 1553 1.000000000
3368 1602 1.000000000
3369 1553 1.000000000
3369 1602 1.000000000
3370 1554 1.000000000
3370 1603 1.000000000
3371 1554 1.000000000
3371 1603 1.000000000
3372 1555 1.000000000
3372 1604 1.000000000
3373 1555 1.000000000
3373 1604 1.000000000
3374 1556 1.000000000
3374 1605 1.000000000
3375 1556 1.000000000
3375 1605 1.000000000
3376 1557 1.000000000
3376 1606 1.000000000
3377 1557 1.000000000
3377 1606 1.000000000
3378 1558 1.000000000
3378 1607 1.000000000
3379 1558 1.000000000
3379 1607 1.000000000
3380 1559 1.000000000
3380 1608 1.000000000
3381 1559 1.000000000
3381 1608 1.000000000
3382 1560 1.000000000
3382 1609 1.000000000
3383 1560 1.000000000
3383 1609 1.000000000
3384 1561 1.000000000
3384 1610 1.000000000
3385 1561 1.000000000
3385 1610 1.000000000
3386 1562 1.000000000
3386 1611 1.000000000
3387 1562 1.000000000
3387 1611 1.000000000
3388 1563 1.000000000
3388 1612 1.000000000
3389 1563 1.000000000
3389 1612 1.000000000
3390 1564 1.000000000
3390 1613 1.000000000
3391 1564 1.000000000
3391 1613 1.000000000
3392 1565 1.000000000
3392 1614 1.000000000
3393 1565 1.000000000
3393 1614 1.000000000
3394 1566 1.000000000
3394 1615 1.000000000
3395 1566 1.000000000
3395 1615 1.000000000
3396 1567 1.000000000
3396 1616 1.000000000
3397 1567 1.000000000
3397 1616 1.000000000
3398 1568 1.000000000
3398 1617 1.000000000
3399 1568 1.000000000
3399 1617 1.000000000
3402 1569 1.000000000
3402 1618 1.000000000
3403 1569 1.000000000
3403 1618 1.000000000
3404 1570 1.000000000
3404 1619 1.000000000
3405 1570 1.000000000
3405 1619 1.000000000
3406 1571 1.000000000
3406 1620 1.000000000
3407 1571 1.000000000
3407 1620 1.000000000
3408 1572 1.000000000
3408 1621 1.000000000
3409 1572 1.000000000
3409 1621 1.000000000
3410 1573 1.000000000
3410 1622 1.000000000
3411 1573 1.000000000
3411 1622 1.000000000
3412 1574 1.000000000
3412 1623 1.000000000
3413 1574 1.000000000
3413 1623 1.000000000
3414 1575 1.000000000
3414 1624 1.000000000
3415 1575 1.000000000
3415 1624 1.000000000
3416 1576 1.000000000
3416 1625 1.000000000
3417 1576 1.000000000
3417 1625 1.000000000
3418 1577 1.000000000
3418 1626 1.000000000
3419 1577 1.000000000
3419 1626 1.000000000
3420 1578 1.000000000
3420 1627 1.000000000
3421 1578 1.000000000
3421 1627 1.000000000
3422 1579 1.000000000
3422 1628 1.000000000
3423 1579 1.000000000
3423 1628 1.000000000
3424 1580 1.000000000
3424 1629 1.000000000
3425 1580 1.000000000
3425 1629 1.000000000
3426 1581 1.000000000
3426 1630 1.000000000
3427 1581 1.000000000
3427 1630 1.000000000
3428 1582 1.000000000
3428 1631 1.000000000
3429 1582 1.000000000
3429 1631 1.000000000
3430 1583 1.000000000
3430 1632 1.000000000
3431 1583 1.000000000
3431 1632 1.000000000
3432 1584 1.000000000
3432 1633 1.000000000
3433 1584 1.000000000
3433 1633 1.000000000
3434 1585 1.000000000
3434 1634 1.000000000
3435 1585 1.000000000
3435 1634 1.000000000
3436 1586 1.000000000
3436 1635 1.000000000
3437 1586 1.000000000
3437 1635 1.000000000
3438 1587 1.000000000
3438 1636 1.000000000
3439 1587 1.000000000
3439 1636 1.000000000
3440 1588 1.000000000
3440 1637 1.000000000
3441 1588 1.000000000
3441 1637 1.000000000
3442 1589 1.000000000
3442 1638 1.000000000
3443 1589 1.000000000
3443 1638 1.000000000
3444 1590 1.000000000
3444 1639 1.000000000
3445 1590 1.000000000
3445 1639 1.000000000
3446 1591 1.000000000
3446 1640 1.000000000
3447 1591 1.000000000
3447 1640 1.000000000
3448 1592 1.000000000
3448 1641 1.000000000
3449 1592 1.000000000
3449 1641 1.000000000
3450 1593 1.000000000
3450 1642 1.000000000
3451 1593 1.000000000
3451 1642 1.000000000
3452 1594 1.000000000
3452 1643 1.000000000
3453 1594 1.000000000
3453 1643 1.000000000
3454 1595 1.000000000
3454 1644 1.000000000
3455 1595 1.000000000
3455 1644 1.000000000
3456 1596 1.000000000
3456 1645 1.000000000
3457 1596 1.000000000
3457 1645 1.000000000
3458 1597 1.000000000
3458 1646 1.000000000
3459 1597 1.000000000
3459 1646 1.000000000
3460 1598 1.000000000
3460 1647 1.000000000
3461 1598 1.000000000
3461 1647 1.000000000
3462 1599 1.000000000
3462 1648 1.000000000
3463 1599 1.000000000
3463 1648 1.000000000
3464 1600 1.000000000
3464 1649 1.000000000
3465 1600 1.000000000
3465 1649 1.000000000
3466 1601 1.000000000
3466 1650 1.000000000
3467 1601 1.000000000
3467 1650 1.000000000
3468 1602 1.000000000
3468 1651 1.000000000
3469 1602 1.000000000
3469 1651 1.000000000
3470 1603 1.000000000
3470 1652 1.000000000
3471 1603 1.000000000
3471 1652 1.000000000
3472 1604 1.000000000
3472 1653 1.000000000
3473 1604 1.000000000
3473 1653 1.000000000
3474 1605 1.000000000
3474 1654 1.000000000
3475 1605 1.000000000
3475 1654 1.000000000
3476 1606 1.000000000
3476 1655 1.000000000
3477 1606 1.000000000
3477 1655 1.000000000
3478 1607 1.000000000
3478 1656 1.000000000
3479 1607 1.000000000
3479 1656 1.000000000
3480 1608 1.000000000
3480 1657 1.000000000
3481 1608 1.000000000
3481 1657 1.000000000
3482 1609 1.000000000
3482 1658 1.000000000
3483 1609 1.000000000
3483 1658 1.000000000
3484 1610 1.000000000
3484 1659 1.000000000
3485 1610 1.000000000
3485 1659 1.000000000
3486 1611 1.000000000
3486 1660 1.000000000
3487 1611 1.000000000
3487 1660 1.000000000
3488 1612 1.000000000
3488 1661 1.000000000
3489 1612 1.000000000
3489 1661 1.000000000
3490 1613 1.000000000
3490 1662 1.000000000
3491 1613 1.000000000
3491 1662 1.000000000
3492 1614 1.000000000
3492 1663 1.000000000
3493 1614 1.000000000
3493 1663 1.000000000
3494 1615 1.000000000
3494 1664 1.000000000
3495 1615 1.000000000
3495 1664 1.000000000
3496 1616 1.000000000
3496 1665 1.000000000
3497 1616 1.000000000
3497 1665 1.000000000
3498 1617 1.000000000
3498 1666 1.000000000
3499 1617 1.000000000
3499 1666 1.000000000
3502 1618 1.000000000
3502 1667 1.000000000
3503 1618 1.000000000
3503 1667 1.000000000
3504 1619 1.000000000
3504 1668 1.000000000
3505 1619 1.000000000
3505 1668 1.000000000
3506 1620 1.000000000
3506 1669 1.000000000
3507 1620 1.000000000
3507 1669 1.000000000
3508 1621 1.000000000
3508 1670 1.000000000
3509 1621 1.000000000
3509 1670 1.000000000
3510 1622 1.000000000
3510 1671 1.000000000
3511 1622 1.000000000
3511 1671 1.000000000
3512 1623 1.000000000
3512 1672 1.000000000
3513 1623 1.000000000
3513 1672 1.000000000
3514 1624 1.000000000
3514 1673 1.000000000
3515 1624 1.000000000
3515 1673 1.000000000
3516 1625 1.000000000
3516 1674 1.000000000
3517 1625 1.000000000
3517 1674 1.000000000
3518 1626 1.000000000
3518 1675 1.000000000
3519 1626 1.000000000
3519 1675 1.000000000
3520 1627 1.000000000
3520 1676 1.000000000
3521 1627 1.000000000
3521 1676 1.000000000
3522 1628 1.000000000
3522 1677 1.000000000
3523 1628 1.000000000
3523 1677 1.000000000
3524 1629 1.000000000
3524 1678 1.000000000
3525 1629 1.000000000
3525 1678 1.000000000
3526 1630 1.000000000
3526 1679 1.000000000
3527 1630 1.000000000
3527 1679 1.000000000
3528 1631 1.000000000
3528 1680 1.000000000
3529 1631 1.000000000
3529 1680 1.000000000
3530 1632 1.000000000
3530 1681 1.000000000
3531 1632 1.000000000
3531 1681 1.000000000
3532 1633 1.000000000
3532 1682 1.000000000
3533 1633 1.000000000
3533 1682 1.000000000
3534 1634 1.000000000
3534 1683 1.000000000
3535 1634 1.000000000
3535 1683 1.000000000
3536 1635 1.000000000
3536 1684 1.000000000
3537 1635 1.000000000
3537 1684 1.000000000
3538 1636 1.000000000
3538 1685 1.000000000
3539 1636 1.000000000
3539 1685 1.000000000
3540 1637 1.000000000
3540 1686 1.000000000
3541 1637 1.000000000
3541 1686 1.000000000
3542 1638 1.000000000
3542 1687 1.000000000
3543 1638 1.000000000
3543 1687 1.000000000
3544 1639 1.000000000
3544 1688 1.000000000
3545 1639 1.000000000
3545 1688 1.000000000
3546 1640 1.000000000
3546 1689 1.000000000
3547 1640 1.000000000
3547 1689 1.000000000
3548 1641 1.000000000
3548 1690 1.000000000
3549 1641 1.000000000
3549 1690 1.000000000
3550 1642 1.000000000
3550 1691 1.000000000
3551 1642 1.000000000
3551 1691 1.000000000
3552 1643 1.000000000
3552 1692 1.000000000
3553 1643 1.000000000
3553 1692 1.000000000
3554 1644 1.000000000
3554 1693 1.000000000
3555 1644 1.000000000
3555 1693 1.000000000
3556 1645 1.000000000
3556 1694 1.000000000
3557 1645 1.000000000
3557 1694 1.000000000
3558 1646 1.000000000
3558 1695 1.000000000
3559 1646 1.000000000
3559 1695 1.000000000
3560 1647 1.000000000
3560 1696 1.000000000
3561 1647 1.000000000
3561 1696 1.000000000
3562 1648 1.000000000
3562 1697 1.000000000
3563 1648 1.000000000
3563 1697 1.000000000
3564 1649 1.000000000
3564 1698 1.000000000
3565 1649 1.000000000
3565 1698 1.000000000
3566 1650 1.000000000
3566 1699 1.000000000
3567 1650 1.000000000
3567 1699 1.000000000
3568 1651 1.000000000
3568 1700 1.000000000
3569 1651 1.000000000
3569 1700 1.000000000
3570 1652 1.000000000
3570 1701 1.000000000
3571 1652 1.000000000
3571 1701 1.000000000
3572 1653 1.000000000
3572 1702 1.000000000
3573 1653 1.000000000
3573 1702 1.000000000
3574 1654 1.000000000
3574 1703 1.000000000
3575 1654 1.000000000
3575 1703 1.000000000
3576 1655 1.000000000
3576 1704 1.000000000
3577 1655 1.000000000
3577 1704 1.000000000
3578 1656 1.000000000
3578 1705 1.000000000
3579 1656 1.000000000
3579 1705 1.000000000
3580 1657 1.000000000
3580 1706 1.000000000
3581 1657 1.000000000
3581 1706 1.000000000
3582 1658 1.000000000
3582 1707 1.000000000
3583 1658 1.000000000
3583 1707 1.000000000
3584 1659 1.000000000
3584 1708 1.000000000
3585 1659 1.000000000
3585 1708 1.000000000
3586 1660 1.000000000
3586 1709 1.000000000
3587 1660 1.000000000
3587 1709 1.000000000
3588 1661 1.000000000
3588 1710 1.000000000
3589 1661 1.000000000
3589 1710 1.000000000
3590 1662 1.000000000
3590 1711 1.000000000
3591 1662 1.000000000
3591 1711 1.000000000
3592 1663 1.000000000
3592 1712 1.000000000
3593 1663 1.000000000
3593 1712 1.000000000
3594 1664 1.000000000
3594 1713 1.000000000
3595 1664 1.000000000
3595 1713 1.000000000
3596 1665 1.000000000
3596 1714 1.000000000
3597 1665 1.000000000
3597 1714 1.000000000
3598 1666 1.000000000
3598 1715 1.000000000
3599 1666 1.000000000
3599 1715 1.000000000
3602 1667 1.000000000
3602 1716 1.000000000
3603 1667 1.000000000
3603 1716 1.000000000
3604 1668 1.000000000
3604 1717 1.000000000
3605 1668 1.000000000
3605 1717 1.000000000
3606 1669 1.000000000
3606 1718 1.000000000
3607 1669 1.000000000
3607 1718 1.000000000
3608 1670 1.000000000
3608 1719 1.000000000
3609 1670 1.000000000
3609 1719 1.000000000
3610 1671 1.000000000
3610 1720 1.000000000
3611 1671 1.000000000
3611 1720 1.000000000
3612 1672 1.000000000
3612 1721 1.000000000
3613 1672 1.000000000
3613 1721 1.000000000
3614 1673 1.000000000
3614 1722 1.000000000
3615 1673 1.000000000
3615 1722 1.000000000
3616 1674 1.000000000
3616 1723 1.000000000
3617 1674 1.000000000
3617 1723 1.000000000
3618 1675 1.000000000
3618 1724 1.000000000
3619 1675 1.000000000
3619 1724 1.000000000
3620 1676 1.000000000
3620 1725 1.000000000
3621 1676 1.000000000
3621 1725 1.000000000
3622 1677 1.000000000
3622 1726 1.000000000
3623 1677 1.000000000
3623 1726 1.000000000
3624 1678 1.000000000
3624 1727 1.000000000
3625 1678 1.000000000
3625 1727 1.000000000
3626 1679 1.000000000
3626 1728 1.000000000
3627 1679 1.000000000
3627 1728 1.000000000
3628 1680 1.000000000
3628 1729 1.000000000
3629 1680 1.000000000
3629 1729 1.000000000
3630 1681 1.000000000
3630 1730 1.000000000
3631 1681 1.000000000
3631 1730 1.000000000
3632 1682 1.000000000
3632 1731 1.000000000
3633 1682 1.000000000
3633 1731 1.000000000
3634 1683 1.000000000
3634 1732 1.000000000
3635 1683 1.000000000
3635 1732 1.000000000
3636 1684 1.000000000
3636 1733 1.000000000
3637 1684 1.000000000
3637 1733 1.000000000
3638 1685 1.000000000
3638 1734 1.000000000
3639 1685 1.000000000
3639 1734 1.000000000
3640 1686 1.000000000
3640 1735 1.000000000
3641 1686 1.000000000
3641 1735 1.000000000
3642 1687 1.000000000
3642 1736 1.000000000
3643 1687 1.000000000
3643 1736 1.000000000
3644 1688 1.000000000
3644 1737 1.000000000
3645 1688 1.000000000
3645 1737 1.000000000
3646 1689 1.000000000
3646 1738 1.000000000
3647 1689 1.000000000
3647 1738 1.000000000
3648 1690 1.000000000
3648 1739 1.000000000
3649 1690 1.000000000
3649 1739 1.000000000
3650 1691 1.000000000
3650 1740 1.000000000
3651 1691 1.000000000
3651 1740 1.000000000
3652 1692 1.000000000
3652 1741 1.000000000
3653 1692 1.000000000
3653 1741 1.000000000
3654 1693 1.000000000
3654 1742 1.000000000
